id,track,driver,shipment_start_timestamp,shipment_end_timestamp,start_location,end_location,shipment_distance,consumed_fuel
139,7023,1255,2022-07-27 17:10:51.72398,2022-07-29 04:12:00.763189,Saint Petersburg,Ankara,2682.5854,570.08
44,8177,2587,2022-07-20 23:04:44.023688,2022-07-22 10:11:20.656481,Saint Petersburg,Ankara,2682.5854,580.62
9448,1307,6232,2022-07-02 08:48:43.577541,2022-07-04 10:18:38.794228,Saint Petersburg,Madrid,3832.1914,835.72
8116,8448,3626,2022-07-25 11:59:18.250145,2022-07-27 18:54:03.946983,Saint Petersburg,Madrid,3832.1914,806.42
7690,8394,6857,2022-07-16 23:52:24.476772,2022-07-19 04:39:00.125539,Saint Petersburg,Madrid,3832.1914,824.96
6984,3222,8056,2022-07-04 22:41:50.806138,2022-07-07 02:21:36.195106,Saint Petersburg,Madrid,3832.1914,838.28
6083,9125,7602,2022-07-27 19:10:40.06814,2022-07-29 19:32:13.247362,Saint Petersburg,Madrid,3832.1914,785.3
5710,2942,5561,2022-07-28 21:59:51.521675,2022-07-31 05:42:26.995638,Saint Petersburg,Madrid,3832.1914,827.85
5055,7845,1595,2022-07-12 03:56:26.456521,2022-07-14 08:05:34.925615,Saint Petersburg,Madrid,3832.1914,810.65
4302,4844,3973,2022-07-03 00:47:51.24,2022-07-05 06:59:35.011882,Saint Petersburg,Madrid,3832.1914,790.93
3896,6993,3621,2022-07-17 01:11:32.012025,2022-07-19 05:34:21.984978,Saint Petersburg,Madrid,3832.1914,767.73
3871,7154,3138,2022-07-12 12:33:29.226396,2022-07-14 19:27:32.964724,Saint Petersburg,Madrid,3832.1914,798.21
3341,4344,7214,2022-07-30 16:56:09.640747,2022-08-01 23:28:40.152117,Saint Petersburg,Madrid,3832.1914,807.16
3237,9928,9779,2022-07-11 04:51:51.659655,2022-07-13 10:01:29.466665,Saint Petersburg,Madrid,3832.1914,784.51
3210,6569,1033,2022-07-07 19:29:02.334017,2022-07-09 20:31:52.352013,Saint Petersburg,Madrid,3832.1914,809.58
2756,2030,5671,2022-07-08 15:06:17.271337,2022-07-10 21:07:15.691188,Saint Petersburg,Madrid,3832.1914,816.09
2306,8609,5173,2022-07-29 20:27:00.554296,2022-07-31 23:54:14.942252,Saint Petersburg,Madrid,3832.1914,812.72
1479,7475,9391,2022-07-04 06:57:16.641215,2022-07-06 10:31:36.347305,Saint Petersburg,Madrid,3832.1914,800.62
1423,9040,4620,2022-07-15 10:00:53.474942,2022-07-17 10:17:10.087382,Saint Petersburg,Madrid,3832.1914,830.17
1101,8202,5205,2022-07-18 18:16:06.575247,2022-07-20 22:19:34.943463,Saint Petersburg,Madrid,3832.1914,831.21
889,9371,5459,2022-07-13 15:01:14.503883,2022-07-15 21:19:02.864466,Saint Petersburg,Madrid,3832.1914,774.64
133,3174,9867,2022-07-05 18:12:22.723642,2022-07-08 01:55:20.502761,Saint Petersburg,Madrid,3832.1914,817.6
9794,2982,5448,2022-07-19 14:24:57.815736,2022-07-21 02:03:41.83427,Saint Petersburg,Paris,2599.963,530.62
9350,4703,5099,2022-07-28 10:55:25.481887,2022-07-29 20:42:40.113155,Saint Petersburg,Paris,2599.963,573.95
9339,7684,1133,2022-07-03 16:06:48.818472,2022-07-05 00:40:40.963039,Saint Petersburg,Paris,2599.963,548.21
9290,6981,2979,2022-07-24 00:26:11.784287,2022-07-25 15:26:39.902237,Saint Petersburg,Paris,2599.963,534.16
8976,6997,9013,2022-07-20 00:17:45.06846,2022-07-21 14:08:42.042085,Saint Petersburg,Paris,2599.963,562.37
8871,6604,2959,2022-07-21 20:53:28.931758,2022-07-23 11:14:04.304366,Saint Petersburg,Paris,2599.963,545.33
8584,4344,7821,2022-07-19 02:30:50.050453,2022-07-20 11:28:38.917845,Saint Petersburg,Paris,2599.963,567.33
8433,9237,1256,2022-07-29 06:21:32.066014,2022-07-30 17:26:19.453516,Saint Petersburg,Paris,2599.963,539.61
7751,5719,4642,2022-07-26 08:31:51.850441,2022-07-27 22:09:30.157735,Saint Petersburg,Paris,2599.963,546.74
7723,8326,7636,2022-07-10 18:46:09.207473,2022-07-12 09:31:19.479156,Saint Petersburg,Paris,2599.963,567.3
7657,7956,9917,2022-07-07 14:38:03.065018,2022-07-09 00:58:24.962033,Saint Petersburg,Paris,2599.963,566.38
7574,1545,6918,2022-07-14 21:48:53.002517,2022-07-16 09:00:40.077566,Saint Petersburg,Paris,2599.963,572.94
7304,5063,4039,2022-07-12 02:21:31.984324,2022-07-13 11:44:42.262903,Saint Petersburg,Paris,2599.963,537.46
7267,3241,2228,2022-07-27 10:23:45.938359,2022-07-28 22:22:37.498147,Saint Petersburg,Paris,2599.963,533.16
7136,2279,3810,2022-07-14 01:48:50.260244,2022-07-15 10:34:36.430933,Saint Petersburg,Paris,2599.963,536.46
7111,6154,2918,2022-07-02 01:59:39.256187,2022-07-03 16:50:04.598956,Saint Petersburg,Paris,2599.963,571.87
7032,6391,7290,2022-07-15 09:52:32.31626,2022-07-16 20:17:43.957343,Saint Petersburg,Paris,2599.963,575.32
7017,4542,5808,2022-07-24 09:10:44.334257,2022-07-25 23:10:06.767191,Saint Petersburg,Paris,2599.963,536.25
6692,5684,6465,2022-07-16 16:14:22.015596,2022-07-18 01:40:59.736205,Saint Petersburg,Paris,2599.963,523.31
6662,4809,8831,2022-07-14 05:46:54.917444,2022-07-15 14:52:55.786674,Saint Petersburg,Paris,2599.963,573.55
6484,1769,5531,2022-07-11 01:28:37.860207,2022-07-12 09:59:11.386233,Saint Petersburg,Paris,2599.963,537.91
6031,1566,2259,2022-07-30 12:39:49.467589,2022-08-01 00:08:44.303132,Saint Petersburg,Paris,2599.963,525.13
5393,6685,8457,2022-07-10 05:42:59.888237,2022-07-11 18:55:29.837111,Saint Petersburg,Paris,2599.963,570.65
4304,3227,6137,2022-07-04 17:44:26.100572,2022-07-06 03:20:05.936235,Saint Petersburg,Paris,2599.963,545.26
4085,9565,2176,2022-07-05 08:57:36.990374,2022-07-06 21:30:36.728543,Saint Petersburg,Paris,2599.963,572.48
4068,3860,7083,2022-07-19 16:51:21.043407,2022-07-21 03:39:03.816111,Saint Petersburg,Paris,2599.963,534.54
3923,5174,9107,2022-07-29 05:59:04.603979,2022-07-30 15:07:44.145518,Saint Petersburg,Paris,2599.963,522.26
3721,1976,7130,2022-07-15 21:36:49.167963,2022-07-17 06:19:26.836992,Saint Petersburg,Paris,2599.963,538.7
3685,8117,6802,2022-07-12 18:55:56.681641,2022-07-14 07:45:23.702205,Saint Petersburg,Paris,2599.963,575.93
3655,1839,2996,2022-07-30 20:35:06.840882,2022-08-01 10:37:33.141651,Saint Petersburg,Paris,2599.963,532.35
3537,8786,3790,2022-07-01 15:18:51.419397,2022-07-03 02:57:30.731601,Saint Petersburg,Paris,2599.963,538.57
3295,9274,6548,2022-07-15 20:15:12.666669,2022-07-17 10:08:14.675,Saint Petersburg,Paris,2599.963,568.14
3137,8670,4021,2022-07-16 03:02:45.151541,2022-07-17 17:23:22.110208,Saint Petersburg,Paris,2599.963,558.28
2831,7160,4295,2022-07-04 05:00:40.480409,2022-07-05 14:51:27.451625,Saint Petersburg,Paris,2599.963,539.85
2405,8717,6894,2022-07-15 22:48:37.749755,2022-07-17 10:35:48.825585,Saint Petersburg,Paris,2599.963,523.36
2267,4458,6700,2022-07-08 08:51:40.409947,2022-07-09 23:53:44.594713,Saint Petersburg,Paris,2599.963,534.77
2108,9543,5020,2022-07-22 12:02:24.276074,2022-07-23 22:49:39.223531,Saint Petersburg,Paris,2599.963,552.88
2107,4449,9416,2022-07-27 02:53:59.072138,2022-07-28 12:32:42.358757,Saint Petersburg,Paris,2599.963,570.25
1749,8198,6730,2022-07-09 13:22:56.793967,2022-07-11 00:30:58.745573,Saint Petersburg,Paris,2599.963,536.09
1548,7072,5293,2022-07-02 16:24:29.172453,2022-07-04 04:21:27.86873,Saint Petersburg,Paris,2599.963,543.71
1024,9644,7955,2022-07-04 19:49:12.281798,2022-07-06 10:13:51.992419,Saint Petersburg,Paris,2599.963,533.16
966,9710,5633,2022-07-22 05:12:35.333899,2022-07-23 19:49:29.3278,Saint Petersburg,Paris,2599.963,545.28
737,2634,6811,2022-07-14 05:30:05.785759,2022-07-15 14:02:58.310013,Saint Petersburg,Paris,2599.963,568.6
359,9283,9910,2022-07-10 03:31:42.531509,2022-07-11 15:39:35.74845,Saint Petersburg,Paris,2599.963,575.08
100,7245,2504,2022-07-14 07:53:02.53856,2022-07-15 20:06:16.915101,Saint Petersburg,Paris,2599.963,556.98
9417,9750,9727,2022-07-09 18:47:17.984848,2022-07-10 06:27:13.482549,Saint Petersburg,Minsk,830.9737,166.43
9051,9196,8370,2022-07-23 05:49:38.618053,2022-07-24 09:10:21.086999,Budapest,Saint Petersburg,1879.7771,316.4
7709,1297,6992,2022-07-16 00:10:04.988967,2022-07-17 02:17:57.398983,Budapest,Saint Petersburg,1879.7771,326.85
6640,1527,3770,2022-07-27 13:00:47.904947,2022-07-28 16:07:48.596875,Budapest,Saint Petersburg,1879.7771,309.42
6616,8477,6368,2022-07-12 08:53:10.735416,2022-07-13 10:25:39.373099,Budapest,Saint Petersburg,1879.7771,299.5
6503,7826,2175,2022-07-04 07:59:49.663461,2022-07-05 09:31:12.037118,Budapest,Saint Petersburg,1879.7771,301.68
6427,7078,7164,2022-07-21 20:33:23.916242,2022-07-22 20:51:54.980591,Budapest,Saint Petersburg,1879.7771,314.86
6226,5965,2094,2022-07-29 04:30:09.122211,2022-07-30 07:52:40.772445,Budapest,Saint Petersburg,1879.7771,299.03
9381,4768,2023,2022-07-10 09:05:41.062152,2022-07-10 21:17:38.201016,Saint Petersburg,Minsk,830.9737,168.81
9200,8989,2947,2022-07-20 23:35:42.934668,2022-07-21 10:14:30.390754,Saint Petersburg,Minsk,830.9737,176.5
9062,7507,4164,2022-07-10 22:25:04.105253,2022-07-11 10:32:18.321759,Saint Petersburg,Minsk,830.9737,173.71
8575,4914,4825,2022-07-20 08:00:19.839682,2022-07-20 19:09:56.023576,Saint Petersburg,Minsk,830.9737,178.48
7675,3929,9798,2022-07-17 03:03:56.287933,2022-07-17 14:14:16.175939,Saint Petersburg,Minsk,830.9737,171.23
7014,7111,7429,2022-07-12 09:10:18.011742,2022-07-12 20:33:15.846388,Saint Petersburg,Minsk,830.9737,168.07
6489,6324,5367,2022-07-09 03:57:23.892211,2022-07-09 16:28:37.254135,Saint Petersburg,Minsk,830.9737,175.4
6363,2096,7672,2022-07-07 02:29:51.51201,2022-07-07 13:58:01.233953,Saint Petersburg,Minsk,830.9737,179.81
6124,9773,5351,2022-07-30 15:20:16.322515,2022-07-31 02:19:22.853282,Saint Petersburg,Minsk,830.9737,168.38
5698,7469,5912,2022-07-26 04:47:22.822251,2022-07-26 16:27:07.508846,Saint Petersburg,Minsk,830.9737,178.92
5668,1004,2195,2022-07-05 03:18:23.836179,2022-07-05 15:09:31.781304,Saint Petersburg,Minsk,830.9737,184.09
5643,3999,6499,2022-07-28 13:38:52.740756,2022-07-29 01:18:36.187631,Saint Petersburg,Minsk,830.9737,172.85
5626,9649,3649,2022-07-02 16:20:27.06115,2022-07-03 04:22:18.949212,Saint Petersburg,Minsk,830.9737,176.52
5595,8183,1646,2022-07-28 10:14:19.524542,2022-07-28 21:13:37.879756,Saint Petersburg,Minsk,830.9737,169.06
5525,8201,9552,2022-07-04 21:28:48.57174,2022-07-05 08:16:33.426802,Saint Petersburg,Minsk,830.9737,175.39
4556,1070,5265,2022-07-22 02:35:08.219761,2022-07-22 14:23:58.619465,Saint Petersburg,Minsk,830.9737,169.52
4398,6412,5406,2022-07-25 10:42:19.531893,2022-07-25 21:51:23.918212,Saint Petersburg,Minsk,830.9737,172.01
4284,5167,6993,2022-07-08 15:48:52.043546,2022-07-09 02:21:32.547367,Saint Petersburg,Minsk,830.9737,173.09
4140,8230,5345,2022-07-21 11:47:48.755698,2022-07-21 22:17:42.180792,Saint Petersburg,Minsk,830.9737,167.01
3598,4704,2628,2022-07-24 18:16:03.556183,2022-07-25 05:55:34.109107,Saint Petersburg,Minsk,830.9737,183.37
3534,9588,6133,2022-07-29 18:05:55.731726,2022-07-30 06:18:55.933751,Saint Petersburg,Minsk,830.9737,183.2
3443,6622,8144,2022-07-28 22:05:33.963632,2022-07-29 10:17:36.609231,Saint Petersburg,Minsk,830.9737,181.54
2546,4194,4208,2022-07-01 15:11:50.005484,2022-07-02 02:42:06.359917,Saint Petersburg,Minsk,830.9737,182
2395,4023,1497,2022-07-25 03:59:57.544932,2022-07-25 14:53:07.465873,Saint Petersburg,Minsk,830.9737,179.67
760,9971,3717,2022-07-15 15:29:47.128796,2022-07-16 02:30:33.854168,Saint Petersburg,Minsk,830.9737,173.4
714,5578,1498,2022-07-03 14:55:50.447794,2022-07-04 02:06:42.986542,Saint Petersburg,Minsk,830.9737,180.58
285,4887,5065,2022-07-26 04:21:34.999726,2022-07-26 15:31:41.576018,Saint Petersburg,Minsk,830.9737,181.18
217,8178,6351,2022-07-02 15:32:28.142115,2022-07-03 03:07:04.458059,Saint Petersburg,Minsk,830.9737,177.39
9695,2900,8229,2022-07-03 06:51:25.942194,2022-07-04 20:23:21.338092,Saint Petersburg,London,2521.5132,540.09
9602,2714,2941,2022-07-07 15:53:14.554298,2022-07-09 03:55:05.317218,Saint Petersburg,London,2521.5132,528.6
9410,5981,8161,2022-07-27 18:34:48.025309,2022-07-29 02:40:54.127393,Saint Petersburg,London,2521.5132,533.6
9298,7236,5590,2022-07-09 11:18:39.917218,2022-07-10 23:55:06.762822,Saint Petersburg,London,2521.5132,517.36
8766,7755,6654,2022-07-11 23:32:19.761242,2022-07-13 08:08:02.228464,Saint Petersburg,London,2521.5132,515.55
8587,3963,6640,2022-07-15 17:52:18.711927,2022-07-17 06:17:58.949676,Saint Petersburg,London,2521.5132,542.99
8045,3439,3653,2022-07-13 23:11:47.215461,2022-07-15 07:08:56.51653,Saint Petersburg,London,2521.5132,548.58
7986,1749,1998,2022-07-04 21:25:43.668808,2022-07-06 07:58:34.080288,Saint Petersburg,London,2521.5132,556.78
7419,5617,2530,2022-07-26 00:18:50.817728,2022-07-27 12:07:54.519091,Saint Petersburg,London,2521.5132,520.38
7404,3711,2789,2022-07-09 14:49:36.397272,2022-07-11 01:01:46.901001,Saint Petersburg,London,2521.5132,539.29
6999,7773,4751,2022-07-26 03:43:59.241818,2022-07-27 14:04:34.823272,Saint Petersburg,London,2521.5132,553.16
6736,3472,5083,2022-07-25 06:56:38.83698,2022-07-26 15:18:09.586798,Saint Petersburg,London,2521.5132,549.31
6308,1544,3003,2022-07-16 07:02:57.794109,2022-07-17 14:43:29.214453,Saint Petersburg,London,2521.5132,530.51
6188,7301,9617,2022-07-05 20:01:34.33837,2022-07-07 04:08:57.122477,Saint Petersburg,London,2521.5132,532.69
6180,8427,7301,2022-07-14 12:21:52.793287,2022-07-15 20:23:09.88609,Saint Petersburg,London,2521.5132,521.84
5708,3609,4459,2022-07-05 01:10:15.183077,2022-07-06 08:51:38.382574,Saint Petersburg,London,2521.5132,504.98
4414,7900,6028,2022-07-05 20:41:26.487544,2022-07-07 09:52:29.929165,Saint Petersburg,London,2521.5132,543.74
4278,4038,3793,2022-07-24 09:02:49.495323,2022-07-25 20:01:35.741185,Saint Petersburg,London,2521.5132,539.2
4209,4999,3033,2022-07-17 07:59:42.766554,2022-07-18 21:59:47.065099,Saint Petersburg,London,2521.5132,505.66
3717,5846,8003,2022-07-14 13:20:02.326546,2022-07-15 22:06:34.213922,Saint Petersburg,London,2521.5132,525.21
3561,2379,4332,2022-07-23 19:46:58.198205,2022-07-25 09:02:59.336977,Saint Petersburg,London,2521.5132,554.59
3470,9686,5304,2022-07-24 18:50:56.563785,2022-07-26 04:06:04.338216,Saint Petersburg,London,2521.5132,526.1
3322,6037,2212,2022-07-09 20:57:00.294579,2022-07-11 08:00:52.23194,Saint Petersburg,London,2521.5132,531.55
3126,4631,2546,2022-07-03 21:04:41.819876,2022-07-05 09:54:11.225319,Saint Petersburg,London,2521.5132,553.88
3110,1683,4738,2022-07-13 10:43:06.672438,2022-07-14 21:48:30.024591,Saint Petersburg,London,2521.5132,525.74
2843,7916,7187,2022-07-26 14:57:44.477716,2022-07-28 03:43:00.866332,Saint Petersburg,London,2521.5132,525.43
2824,5951,5505,2022-07-25 06:23:52.384293,2022-07-26 14:34:37.288484,Saint Petersburg,London,2521.5132,536.89
2424,8652,9652,2022-07-20 06:30:27.185567,2022-07-21 17:24:16.456829,Saint Petersburg,London,2521.5132,505.6
1358,8369,1267,2022-07-11 22:45:41.058328,2022-07-13 11:41:08.369858,Saint Petersburg,London,2521.5132,518.46
47,3890,2635,2022-07-01 21:33:38.736364,2022-07-03 09:51:44.718068,Saint Petersburg,London,2521.5132,512.25
9980,6325,9848,2022-07-06 08:58:38.099874,2022-07-07 15:09:53.196314,Saint Petersburg,Bucharest,2098.8096,442.68
9715,6752,8446,2022-07-02 07:36:40.145481,2022-07-03 10:57:25.033166,Saint Petersburg,Bucharest,2098.8096,456.47
9529,5088,2330,2022-07-08 13:03:06.927614,2022-07-09 19:16:15.802748,Saint Petersburg,Bucharest,2098.8096,433.66
9141,7388,4246,2022-07-03 12:58:08.89119,2022-07-04 20:07:10.907467,Saint Petersburg,Bucharest,2098.8096,429.11
9061,3210,6787,2022-07-01 04:26:13.82474,2022-07-02 11:46:21.566766,Saint Petersburg,Bucharest,2098.8096,421.62
8795,2165,2300,2022-07-27 05:38:41.338583,2022-07-28 11:25:47.365624,Saint Petersburg,Bucharest,2098.8096,433.71
8615,7903,3877,2022-07-09 15:40:30.687871,2022-07-10 20:18:01.486016,Saint Petersburg,Bucharest,2098.8096,459.25
8165,9288,2584,2022-07-21 10:05:55.107246,2022-07-22 14:00:21.008365,Saint Petersburg,Bucharest,2098.8096,433.15
8054,2509,4087,2022-07-07 23:42:16.412261,2022-07-09 05:27:26.016103,Saint Petersburg,Bucharest,2098.8096,428.19
7621,2391,8806,2022-07-15 09:08:04.67025,2022-07-16 16:35:49.845906,Saint Petersburg,Bucharest,2098.8096,457.36
7578,8515,6291,2022-07-04 22:33:27.101675,2022-07-06 05:47:38.352024,Saint Petersburg,Bucharest,2098.8096,427.47
6905,9165,4228,2022-07-22 18:57:07.767304,2022-07-24 02:39:56.962142,Saint Petersburg,Bucharest,2098.8096,439.89
6743,2289,3986,2022-07-07 19:47:20.069577,2022-07-09 02:55:09.343812,Saint Petersburg,Bucharest,2098.8096,458.44
1669,4942,4387,2022-07-25 01:03:25.606729,2022-07-25 21:35:39.148397,Budapest,Paris,1494.7832,261.05
1575,8211,4209,2022-07-21 19:03:28.042185,2022-07-22 16:03:24.527492,Budapest,Paris,1494.7832,259.61
313,6885,8844,2022-07-19 22:42:44.026526,2022-07-20 17:35:07.396741,Budapest,Paris,1494.7832,257.27
251,2139,2961,2022-07-30 22:05:42.952413,2022-07-31 19:48:40.687945,Budapest,Paris,1494.7832,254.36
177,2939,3805,2022-07-01 13:10:48.883448,2022-07-02 09:44:37.805224,Budapest,Paris,1494.7832,247.21
28,2706,9059,2022-07-02 01:59:18.590977,2022-07-02 22:52:17.341314,Budapest,Paris,1494.7832,254.39
9334,5222,1319,2022-07-21 02:34:43.281975,2022-07-22 02:21:58.793892,Budapest,Saint Petersburg,1879.7771,304
6013,1490,2190,2022-07-20 15:49:04.290629,2022-07-21 19:03:07.151794,Saint Petersburg,Bucharest,2098.8096,453.84
4818,9251,5871,2022-07-29 15:22:07.145939,2022-07-30 18:35:19.036683,Saint Petersburg,Bucharest,2098.8096,459.67
4461,7209,9443,2022-07-16 03:43:47.374386,2022-07-17 07:22:51.481992,Saint Petersburg,Bucharest,2098.8096,456.18
4321,7007,1211,2022-07-15 19:29:24.161529,2022-07-17 01:32:30.10157,Saint Petersburg,Bucharest,2098.8096,426.31
3999,5347,3227,2022-07-26 06:16:25.901531,2022-07-27 09:53:11.465878,Saint Petersburg,Bucharest,2098.8096,455.7
3651,8745,5170,2022-07-30 07:33:58.475373,2022-07-31 13:54:06.275461,Saint Petersburg,Bucharest,2098.8096,455.68
3490,6432,4202,2022-07-20 14:35:41.505006,2022-07-21 18:48:04.25173,Saint Petersburg,Bucharest,2098.8096,449.07
3330,1187,7565,2022-07-09 06:04:44.161803,2022-07-10 12:58:09.320412,Saint Petersburg,Bucharest,2098.8096,454.24
3184,3602,8176,2022-07-12 18:21:53.281312,2022-07-13 21:10:06.671909,Saint Petersburg,Bucharest,2098.8096,433.2
2416,4633,9605,2022-07-25 20:31:59.217124,2022-07-27 00:19:25.356084,Saint Petersburg,Bucharest,2098.8096,460.33
2412,5305,4066,2022-07-16 20:51:01.793973,2022-07-17 23:21:48.449252,Saint Petersburg,Bucharest,2098.8096,459.16
2375,3273,3294,2022-07-12 20:39:03.911795,2022-07-14 03:11:48.771365,Saint Petersburg,Bucharest,2098.8096,438.13
2189,7205,2228,2022-07-10 12:49:03.275211,2022-07-11 19:21:49.161157,Saint Petersburg,Bucharest,2098.8096,427.09
1982,2742,8860,2022-07-06 00:35:11.048548,2022-07-07 07:23:51.200317,Saint Petersburg,Bucharest,2098.8096,446.49
1812,9027,9402,2022-07-24 19:19:14.772668,2022-07-25 21:54:52.988415,Saint Petersburg,Bucharest,2098.8096,435.43
1682,3742,7976,2022-07-19 08:10:27.272281,2022-07-20 11:33:42.149416,Saint Petersburg,Bucharest,2098.8096,426
1602,3479,1184,2022-07-22 08:19:25.009248,2022-07-23 11:47:53.719089,Saint Petersburg,Bucharest,2098.8096,453.59
9799,9623,1790,2022-07-06 05:35:34.474506,2022-07-07 01:41:33.747049,Saint Petersburg,Berlin,1591.0308,351.58
9478,4040,6917,2022-07-21 02:48:28.857778,2022-07-21 23:29:43.422502,Saint Petersburg,Berlin,1591.0308,342.24
8472,3953,2801,2022-07-16 03:43:50.564467,2022-07-17 00:36:46.857872,Saint Petersburg,Berlin,1591.0308,319.72
8336,1650,5485,2022-07-26 18:33:11.848541,2022-07-27 15:39:33.427349,Saint Petersburg,Berlin,1591.0308,325.1
8103,5987,4152,2022-07-24 10:01:56.747008,2022-07-25 09:12:21.620358,Saint Petersburg,Berlin,1591.0308,320.12
7680,3531,7089,2022-07-23 22:19:30.707657,2022-07-24 18:33:08.198104,Saint Petersburg,Berlin,1591.0308,343.33
7678,8519,2244,2022-07-02 07:27:46.296006,2022-07-03 07:14:35.242304,Saint Petersburg,Berlin,1591.0308,321.26
7473,7507,5145,2022-07-03 03:29:10.248048,2022-07-03 23:37:09.504612,Saint Petersburg,Berlin,1591.0308,321.12
7468,9644,6914,2022-07-27 00:23:48.318168,2022-07-27 22:51:02.714173,Saint Petersburg,Berlin,1591.0308,320.82
7415,7386,1725,2022-07-21 10:43:17.583492,2022-07-22 10:46:55.408317,Saint Petersburg,Berlin,1591.0308,329.28
6980,4969,6055,2022-07-24 15:01:46.586387,2022-07-25 11:47:47.478456,Saint Petersburg,Berlin,1591.0308,328.97
6824,5001,1992,2022-07-06 14:35:42.747569,2022-07-07 11:43:32.690723,Saint Petersburg,Berlin,1591.0308,348.39
5747,5469,3033,2022-07-29 01:22:54.059685,2022-07-30 00:44:57.347909,Saint Petersburg,Berlin,1591.0308,332.22
5463,7926,1694,2022-07-20 08:12:04.564916,2022-07-21 04:53:08.284566,Saint Petersburg,Berlin,1591.0308,326.47
5076,7873,5441,2022-07-17 17:12:03.711117,2022-07-18 16:12:05.890016,Saint Petersburg,Berlin,1591.0308,343.79
4698,5531,7355,2022-07-11 22:32:46.55367,2022-07-12 20:30:33.339155,Saint Petersburg,Berlin,1591.0308,327.98
4460,8409,3441,2022-07-01 18:12:41.360421,2022-07-02 16:15:17.929966,Saint Petersburg,Berlin,1591.0308,352.62
3822,6220,4310,2022-07-29 18:20:23.9365,2022-07-30 16:34:23.47831,Saint Petersburg,Berlin,1591.0308,328.51
3667,9360,9057,2022-07-03 06:41:42.688255,2022-07-04 03:26:51.315722,Saint Petersburg,Berlin,1591.0308,344.46
3347,4983,4644,2022-07-18 02:53:34.127371,2022-07-18 23:04:48.016238,Saint Petersburg,Berlin,1591.0308,323.03
3282,7427,7346,2022-07-06 09:32:33.266818,2022-07-07 05:30:47.071811,Saint Petersburg,Berlin,1591.0308,319.1
3194,5878,3627,2022-07-21 15:24:53.983176,2022-07-22 15:10:35.052195,Saint Petersburg,Berlin,1591.0308,318.75
3148,7490,8108,2022-07-19 23:20:14.792038,2022-07-20 22:21:09.209483,Saint Petersburg,Berlin,1591.0308,327.08
2921,9370,6674,2022-07-07 18:27:58.636842,2022-07-08 15:20:22.127927,Saint Petersburg,Berlin,1591.0308,327.8
2770,7583,4426,2022-07-25 23:36:40.527636,2022-07-26 20:31:55.585924,Saint Petersburg,Berlin,1591.0308,349.74
2021,3677,2741,2022-07-24 04:52:58.739638,2022-07-25 01:28:50.188282,Saint Petersburg,Berlin,1591.0308,345.19
1454,4676,1690,2022-07-02 15:18:10.188594,2022-07-03 11:18:45.618556,Saint Petersburg,Berlin,1591.0308,334.94
932,7194,9043,2022-07-25 19:13:53.372318,2022-07-26 17:57:59.51071,Saint Petersburg,Berlin,1591.0308,333.8
9966,7358,3006,2022-07-09 23:49:37.004417,2022-07-10 09:22:47.268929,Saint Petersburg,Moscow,762.16534,166.35
9567,3010,6864,2022-07-25 10:36:35.982936,2022-07-25 20:55:06.639135,Saint Petersburg,Moscow,762.16534,165.14
9282,9062,6276,2022-07-19 18:50:49.196329,2022-07-20 04:43:02.867754,Saint Petersburg,Moscow,762.16534,164.19
8798,7795,3560,2022-07-13 22:48:41.168977,2022-07-14 10:02:53.405727,Saint Petersburg,Moscow,762.16534,162.43
8564,3806,3037,2022-07-11 23:05:52.539163,2022-07-12 10:25:44.72102,Saint Petersburg,Moscow,762.16534,153.58
8497,1359,6577,2022-07-06 12:23:10.69357,2022-07-06 22:28:53.533354,Saint Petersburg,Moscow,762.16534,157.94
8494,7152,2457,2022-07-08 09:36:04.811149,2022-07-08 20:12:56.444704,Saint Petersburg,Moscow,762.16534,161.77
7122,2349,9321,2022-07-20 05:34:46.30662,2022-07-20 16:06:41.037164,Saint Petersburg,Moscow,762.16534,164.93
5869,5405,6551,2022-07-03 13:26:35.70248,2022-07-04 00:52:58.689778,Saint Petersburg,Moscow,762.16534,167.44
5766,4874,9738,2022-07-27 08:08:41.545631,2022-07-27 19:21:33.26756,Saint Petersburg,Moscow,762.16534,168.2
4664,9241,2716,2022-07-01 21:32:38.800004,2022-07-02 09:03:12.686041,Saint Petersburg,Moscow,762.16534,166.34
4541,9870,1362,2022-07-02 19:32:52.99593,2022-07-03 06:55:10.009701,Saint Petersburg,Moscow,762.16534,156.14
4181,4656,9950,2022-07-30 10:36:27.931452,2022-07-30 21:10:17.2459,Saint Petersburg,Moscow,762.16534,156.46
3777,7463,8145,2022-07-04 17:16:23.032693,2022-07-05 03:56:33.737361,Saint Petersburg,Moscow,762.16534,152.5
3775,7553,6263,2022-07-01 09:48:23.810916,2022-07-01 20:18:38.752631,Saint Petersburg,Moscow,762.16534,153.94
3451,8340,2780,2022-07-18 20:25:35.598361,2022-07-19 06:16:38.356602,Saint Petersburg,Moscow,762.16534,167.9
3089,6295,4639,2022-07-04 13:38:25.487983,2022-07-04 23:54:21.674604,Saint Petersburg,Moscow,762.16534,154.83
3059,9499,7133,2022-07-23 03:36:33.563277,2022-07-23 13:33:31.044378,Saint Petersburg,Moscow,762.16534,160.3
2919,2377,4670,2022-07-04 20:00:09.88039,2022-07-05 05:35:16.681884,Saint Petersburg,Moscow,762.16534,167.67
2741,4507,6249,2022-07-30 17:52:36.04947,2022-07-31 04:17:22.282289,Saint Petersburg,Moscow,762.16534,157
